,y,x,vel_change_bee_non_focal,count
58,3,10,0.09786468641871689,758443.0
59,3,11,0.10305573169371982,1014257.0
60,3,12,0.10760301137843734,1392119.0
61,3,13,0.1151099890006496,1893431.0
62,3,14,0.12247874112149214,2555322.0
63,3,15,0.13385314204461116,3798419.0
64,4,0,-0.033754268574727415,2447381.0
65,4,1,0.04016563283988041,1452440.0
66,4,2,0.0643157181208551,1123188.0
67,4,3,0.06990374278573352,883132.0
68,4,4,0.07304274168442058,706177.0
69,4,5,0.07682071941749444,583986.0
70,4,6,0.07883648699998949,499131.0
71,4,7,0.07828977624670479,449423.0
72,4,8,0.07933597487367826,446199.0
73,4,9,0.08779306934376822,511808.0
74,4,10,0.09545245628216353,663881.0
75,4,11,0.09999928117167248,916974.0
76,4,12,0.1063357629409462,1289483.0
77,4,13,0.11534975241841351,1795025.0
78,4,14,0.12243386541202665,2462327.0
79,4,15,0.13387677990909763,3655532.0
80,5,0,-0.037895818056815044,2623083.0
81,5,1,0.039289229574296765,1575041.0
82,5,2,0.06592125254897566,1217614.0
83,5,3,0.07184551437877167,976425.0
84,5,4,0.07625385476361017,790366.0
85,5,5,0.07981162793598252,667292.0
86,5,6,0.08371987900749724,581095.0
87,5,7,0.08566535302233819,534427.0
88,5,8,0.08857770210684213,536666.0
89,5,9,0.0946238494191673,608984.0
90,5,10,0.10151817317018604,766821.0
91,5,11,0.10582464437155943,1024019.0
92,5,12,0.11099646981998657,1402178.0
93,5,13,0.11734103758496135,1904767.0
94,5,14,0.1237613435714498,2565437.0
95,5,15,0.13439840018824364,3802562.0
96,6,0,-0.045171028037249275,3132359.0
97,6,1,0.03456587712463671,1921482.0
98,6,2,0.06892477323797717,1517600.0
99,6,3,0.08139239940016771,1268719.0
100,6,4,0.08770391141399105,1063363.0
101,6,5,0.09376716897677832,934765.0
102,6,6,0.09668208424313063,848352.0
103,6,7,0.10193305441510846,807505.0
104,6,8,0.10477878915834914,821615.0
105,6,9,0.10990275531674067,907713.0
106,6,10,0.11421326596672633,1076550.0
107,6,11,0.11701131695574683,1340818.0
108,6,12,0.1193281592273976,1718761.0
109,6,13,0.12195974541130641,2206759.0
110,6,14,0.12590135539541927,2876250.0
111,6,15,0.13591683132245044,4248854.0
112,7,0,-0.04921710344906737,3864627.0
113,7,1,0.023780987611460868,2504215.0
114,7,2,0.07137353253149892,2006680.0
115,7,3,0.09053439890778403,1767413.0
116,7,4,0.10021483719941582,1552585.0
117,7,5,0.10758285644143553,1415285.0
118,7,6,0.11266559330772202,1335571.0
119,7,7,0.11852164027465845,1301933.0
120,7,8,0.12228937602061095,1327181.0
121,7,9,0.12472954042680082,1421065.0
122,7,10,0.12677983944718035,1590862.0
123,7,11,0.12711626539382975,1847469.0
124,7,12,0.12695173283660682,2209695.0
125,7,13,0.12651453526597795,2687340.0
126,7,14,0.12886019681592362,3427284.0
127,7,15,0.13608527196135584,5015266.0
128,8,0,-0.051306723978185434,4722220.0
129,8,1,0.004132117526126747,3391399.0
130,8,2,0.06624460426008011,2642788.0
131,8,3,0.09258797223804192,2396080.0
132,8,4,0.10486690750658413,2223600.0
133,8,5,0.11278308330683146,2073592.0
134,8,6,0.11921608793314202,1994607.0
135,8,7,0.12453799846847655,1970140.0
136,8,8,0.12796346336059744,2003806.0
137,8,9,0.1297787415231649,2092942.0
138,8,10,0.13005105321798713,2250051.0
139,8,11,0.1308443583076953,2486391.0
140,8,12,0.12989592410376172,2826350.0
141,8,13,0.1286518902391333,3331161.0
142,8,14,0.13088021817088705,4373153.0
143,8,15,0.13410805345653787,5791429.0
